Step,AgentID,Wealth,Position,Order
21,saver_0,959.4722344504197,buy,0
21,saver_6,982.7224221158256,buy,0
22,follower_4,889.8151247443353,buy,1
22,saver_2,1047.29,buy,0
22,saver_1,993.90665856,buy,0
22,follower_3,822.1719201930248,buy,1
22,saver_7,1052.6815885485664,buy,0
22,rnd_trader_0,,buy,1
22,saver_9,1089.451852814443,buy,0
22,rnd_trader_4,,sell,1
22,rnd_trader_1,,buy,1
22,saver_3,1080.4115885485664,buy,0
22,saver_12,901.3,buy,0
22,saver_8,958.6647420992011,buy,5
22,saver_14,1012.9766585599999,sell,0
22,saver_11,955.64,buy,0
22,saver_5,951.1984,buy,0
22,saver_15,943.06,sell,0
22,saver_17,1020.2793122965384,sell,0
22,follower_2,846.7946681145274,buy,1
22,saver_10,966.8910109453658,buy,0
22,saver_4,966.581852814443,buy,0
22,rnd_trader_3,,sell,1
22,rnd_trader_5,,buy,1
22,follower_1,873.6119201930248,buy,1
22,follower_5,893.6851247443353,sell,1
22,rnd_trader_2,,buy,1
22,saver_13,981.1218528144428,sell,0
22,follower_0,891.9851247443354,buy,1
22,saver_16,1012.1584000000001,sell,0
22,saver_0,959.4722344504197,buy,0
22,saver_6,982.7224221158256,buy,0
23,follower_4,899.8151247443353,buy,1
23,saver_2,1057.2631637301133,buy,5
23,saver_1,993.90665856,buy,0
23,follower_3,850.1772874470021,sell,1
23,saver_7,1052.6815885485664,buy,0
23,rnd_trader_0,,buy,1
23,saver_9,1089.451852814443,buy,0
23,rnd_trader_4,,buy,1
23,rnd_trader_1,,buy,1
23,saver_3,1080.4115885485664,buy,0
23,saver_12,901.3,buy,0
23,saver_8,958.6647420992011,buy,0
23,saver_14,1012.9766585599999,sell,0
23,saver_11,955.64,buy,0
23,saver_5,961.1715637301133,buy,5
23,saver_15,943.06,sell,0
23,saver_17,1020.2793122965384,sell,0
23,follower_2,838.7893008605502,buy,1
23,saver_10,966.8910109453658,buy,0
23,saver_4,966.581852814443,buy,0
23,rnd_trader_3,,sell,1
23,rnd_trader_5,,sell,1
23,follower_1,901.6172874470021,sell,1
23,follower_5,918.1218606506775,buy,1
23,rnd_trader_2,,sell,1
23,saver_13,981.1218528144428,sell,0
23,follower_0,901.9851247443354,buy,1
23,saver_16,1022.1315637301136,sell,5
23,saver_0,959.4722344504197,buy,0
23,saver_6,982.7224221158256,buy,0
24,follower_4,929.0808677060911,sell,1
24,saver_2,1057.2631637301133,buy,0
24,saver_1,993.90665856,buy,0
24,follower_3,872.7175279757556,buy,1
24,saver_7,1052.6815885485664,buy,0
24,rnd_trader_0,,sell,1
24,saver_9,1089.451852814443,buy,0
24,rnd_trader_4,,buy,1
24,rnd_trader_1,,sell,1
24,saver_3,1080.4115885485664,buy,0
24,saver_12,901.3,buy,0
24,saver_8,958.6647420992011,buy,0
24,saver_14,1012.9766585599999,sell,0
24,saver_11,955.64,buy,0
24,saver_5,961.1715637301133,buy,0
24,saver_15,943.06,sell,0
24,saver_17,1020.2793122965384,sell,0
24,follower_2,848.7893008605502,buy,1
24,saver_10,966.8910109453658,buy,0
24,saver_4,966.581852814443,buy,0
24,rnd_trader_3,,sell,1
24,rnd_trader_5,,sell,1
24,follower_1,924.1575279757557,buy,1
24,follower_5,908.8561176889217,sell,1
24,rnd_trader_2,,sell,1
24,saver_13,981.1218528144428,sell,0
24,follower_0,931.2508677060912,sell,1
24,saver_16,1022.1315637301136,sell,0
24,saver_0,959.4722344504197,buy,0
24,saver_6,982.7224221158256,buy,0
25,follower_4,939.0808677060911,sell,1
25,saver_2,1057.2631637301133,buy,0
25,saver_1,1001.4310923435722,buy,5
25,follower_3,864.22241473247,buy,1
25,saver_7,1052.6815885485664,buy,0
25,rnd_trader_0,,sell,1
25,saver_9,1089.451852814443,buy,0
25,rnd_trader_4,,buy,1
25,rnd_trader_1,,sell,1
25,saver_3,1080.4115885485664,buy,0
25,saver_12,901.3,buy,0
25,saver_8,958.6647420992011,buy,0
25,saver_14,1020.5010923435724,sell,5
25,saver_11,955.64,buy,0
25,saver_5,961.1715637301133,buy,0
25,saver_15,943.06,sell,0
25,saver_17,1020.2793122965384,sell,0
25,follower_2,877.2844141038357,sell,1
25,saver_10,966.8910109453658,buy,0
25,saver_4,966.581852814443,buy,0
25,rnd_trader_3,,sell,1
25,rnd_trader_5,,sell,1
25,follower_1,915.6624147324701,buy,1
25,follower_5,918.8561176889217,sell,1
25,rnd_trader_2,,buy,1
25,saver_13,981.1218528144428,sell,0
25,follower_0,941.2508677060912,sell,1
25,saver_16,1022.1315637301136,sell,0
25,saver_0,959.4722344504197,buy,0
25,saver_6,982.7224221158256,buy,0
26,follower_4,949.0808677060911,sell,1
26,saver_2,1057.2631637301133,buy,0
26,saver_1,1001.4310923435722,buy,0
26,follower_3,891.9777234460241,sell,1
26,saver_7,1052.6815885485664,buy,0
26,rnd_trader_0,,buy,1
26,saver_9,1089.451852814443,buy,0
26,rnd_trader_4,,buy,1
26,rnd_trader_1,,sell,1
26,saver_3,1080.4115885485664,buy,0
26,saver_12,901.3,buy,0
26,saver_8,958.6647420992011,buy,0
26,saver_14,1020.5010923435724,sell,0
26,saver_11,955.64,buy,0
26,saver_5,961.1715637301133,buy,0
26,saver_15,954.2834564322294,sell,5
26,saver_17,1020.2793122965384,sell,0
26,follower_2,869.5291053902816,buy,1
26,saver_10,966.8910109453658,buy,0
26,saver_4,966.581852814443,buy,0
26,rnd_trader_3,,buy,1
26,rnd_trader_5,,sell,1
26,follower_1,943.4177234460242,sell,1
26,follower_5,928.8561176889217,sell,1
26,rnd_trader_2,,sell,1
