Step,AgentID,Wealth,Position,Order
25,rnd_trader_3,126.78791538436505,buy,1
25,saver_2,1071.142177709189,buy,0
25,follower_5,915.646107862464,sell,1
25,saver_7,1061.041391967743,buy,0
25,saver_17,1023.1601274983514,sell,0
25,saver_16,1037.1937777091891,sell,0
25,rnd_trader_1,107.3079153843651,sell,1
25,saver_4,971.2061254590587,buy,0
25,saver_10,981.1698754858077,buy,0
25,follower_1,909.0493690257139,sell,1
25,rnd_trader_5,122.25791538436508,buy,1
25,saver_15,943.06,sell,0
25,saver_0,960.2046258126029,buy,0
25,saver_1,1015.8599153064729,buy,5
25,rnd_trader_2,121.86791538436509,buy,1
25,follower_0,926.9623104055062,sell,1
25,saver_9,1094.0761254590586,buy,0
25,saver_13,985.7461254590586,sell,0
25,follower_3,870.2837884957671,sell,1
25,rnd_trader_4,110.01791538436508,sell,1
26,saver_3,1088.771391967743,buy,0
26,saver_12,901.3,buy,0
26,saver_8,967.2482644849417,buy,0
26,saver_14,1034.9299153064728,sell,0
26,follower_2,870.067262579396,sell,1
26,saver_11,955.64,buy,0
26,saver_5,976.2337777091891,buy,0
26,rnd_trader_0,146.12521948630203,buy,1
26,follower_4,934.3937884957671,sell,1
26,saver_6,989.2725614382963,buy,0
26,rnd_trader_3,112.90521948630193,buy,1
26,saver_2,1071.142177709189,buy,0
26,follower_5,925.646107862464,sell,1
26,saver_7,1061.041391967743,buy,0
26,saver_17,1023.1601274983514,sell,0
26,saver_16,1037.1937777091891,sell,0
26,rnd_trader_1,93.42521948630198,sell,1
26,saver_4,971.2061254590587,buy,0
26,saver_10,981.1698754858077,buy,0
26,follower_1,919.0493690257139,sell,1
26,rnd_trader_5,108.37521948630196,buy,1
26,saver_15,968.6465205096844,sell,5
26,saver_0,960.2046258126029,buy,0
26,saver_1,1015.8599153064729,buy,0
26,rnd_trader_2,107.98521948630197,buy,1
26,follower_0,936.9623104055062,sell,1
26,saver_9,1094.0761254590586,buy,0
26,saver_13,985.7461254590586,sell,0
26,follower_3,880.2837884957671,sell,1
26,rnd_trader_4,96.13521948630196,sell,1
27,saver_3,1088.771391967743,buy,0
27,saver_12,933.5837336638128,buy,5
27,saver_8,967.2482644849417,buy,0
27,saver_14,1034.9299153064728,sell,0
27,follower_2,900.9428249876051,buy,1
27,saver_11,955.64,buy,0
27,saver_5,976.2337777091891,buy,0
27,rnd_trader_0,133.58196621906458,sell,1
27,follower_4,944.3937884957671,sell,1
27,saver_6,989.2725614382963,buy,0
27,rnd_trader_3,100.3619662190645,buy,1
27,saver_2,1071.142177709189,buy,0
27,follower_5,952.5619835115509,buy,1
27,saver_7,1061.041391967743,buy,0
27,saver_17,1023.1601274983514,sell,0
27,saver_16,1037.1937777091891,sell,0
27,rnd_trader_1,80.88196621906455,buy,1
27,saver_4,971.2061254590587,buy,0
27,saver_10,981.1698754858077,buy,0
27,follower_1,929.0493690257139,sell,1
27,rnd_trader_5,95.83196621906453,buy,1
27,saver_15,968.6465205096844,sell,0
27,saver_0,960.2046258126029,buy,0
27,saver_1,1015.8599153064729,buy,0
27,rnd_trader_2,95.44196621906454,sell,1
27,follower_0,963.8781860545931,buy,1
27,saver_9,1094.0761254590586,buy,0
27,saver_13,985.7461254590586,sell,0
27,follower_3,890.2837884957671,sell,1
27,rnd_trader_4,83.59196621906453,sell,1
28,saver_3,1088.771391967743,buy,0
28,saver_12,933.5837336638128,buy,0
28,saver_8,967.2482644849417,buy,0
28,saver_14,1034.9299153064728,sell,0
28,follower_2,910.9428249876051,buy,1
28,saver_11,955.64,buy,0
28,saver_5,976.2337777091891,buy,0
28,rnd_trader_0,120.36155028846528,sell,1
28,follower_4,968.6132688455828,buy,1
28,saver_6,989.2725614382963,buy,0
28,rnd_trader_3,87.1415502884652,buy,1
28,saver_2,1071.142177709189,buy,0
28,follower_5,962.5619835115509,buy,1
28,saver_7,1061.041391967743,buy,0
28,saver_17,1023.1601274983514,sell,0
28,saver_16,1037.1937777091891,sell,0
28,rnd_trader_1,67.66155028846525,buy,1
28,saver_4,971.2061254590587,buy,0
28,saver_10,981.1698754858077,buy,0
28,follower_1,953.2688493755295,buy,1
28,rnd_trader_5,82.61155028846522,sell,1
28,saver_15,968.6465205096844,sell,0
28,saver_0,960.2046258126029,buy,0
28,saver_1,1015.8599153064729,buy,0
28,rnd_trader_2,82.22155028846524,sell,1
28,follower_0,973.8781860545931,buy,1
28,saver_9,1094.0761254590586,buy,0
28,saver_13,985.7461254590586,sell,0
28,follower_3,914.5032688455827,buy,1
28,rnd_trader_4,70.37155028846523,sell,1
29,saver_3,1088.771391967743,buy,0
29,saver_12,933.5837336638128,buy,0
29,saver_8,967.2482644849417,buy,0
29,saver_14,1034.9299153064728,sell,0
29,follower_2,920.9428249876051,buy,1
29,saver_11,981.6938371608835,buy,5
29,saver_5,976.2337777091891,buy,0
29,rnd_trader_0,106.572317720642,sell,1
29,follower_4,963.8240362777594,sell,1
29,saver_6,989.2725614382963,buy,0
29,rnd_trader_3,73.35231772064192,buy,1
29,saver_2,1071.142177709189,buy,0
29,follower_5,972.5619835115509,buy,1
29,saver_7,1061.041391967743,buy,0
29,saver_17,1023.1601274983514,sell,0
29,saver_16,1037.1937777091891,sell,0
29,rnd_trader_1,53.87231772064197,sell,1
29,saver_4,971.2061254590587,buy,0
29,saver_10,981.1698754858077,buy,0
29,follower_1,948.4796168077062,buy,1
29,rnd_trader_5,68.82231772064195,sell,1
29,saver_15,968.6465205096844,sell,0
29,saver_0,986.2584629734865,buy,5
29,saver_1,1015.8599153064729,buy,0
29,rnd_trader_2,68.43231772064196,buy,1
29,follower_0,983.8781860545931,buy,1
29,saver_9,1094.0761254590586,buy,0
29,saver_13,985.7461254590586,sell,0
29,follower_3,909.7140362777594,buy,1
29,rnd_trader_4,56.58231772064195,buy,1
30,saver_3,1088.771391967743,buy,0
30,saver_12,933.5837336638128,buy,0
30,saver_8,967.2482644849417,buy,0
30,saver_14,1034.9299153064728,sell,0
30,follower_2,930.9428249876051,buy,1
30,saver_11,981.6938371608835,buy,0
30,saver_5,976.2337777091891,buy,0
30,rnd_trader_0,90.71259259332346,sell,1
30,follower_4,986.5427762860875,buy,1
30,saver_6,989.2725614382963,buy,0
30,rnd_trader_3,57.49259259332338,sell,1
30,saver_2,1071.142177709189,buy,0
30,follower_5,982.5619835115509,buy,1
30,saver_7,1061.041391967743,buy,0
30,saver_17,1023.1601274983514,sell,0
30,saver_16,1037.1937777091891,sell,0
30,rnd_trader_1,38.01259259332343,buy,1
30,saver_4,971.2061254590587,buy,0
30,saver_10,981.1698754858077,buy,0
30,follower_1,975.3393419350248,sell,1
30,rnd_trader_5,52.96259259332341,buy,1
30,saver_15,968.6465205096844,sell,0
30,saver_0,986.2584629734865,buy,0
30,saver_1,1015.8599153064729,buy,0
30,rnd_trader_2,52.57259259332342,buy,1
30,follower_0,993.8781860545931,buy,1
30,saver_9,1094.0761254590586,buy,0
30,saver_13,985.7461254590586,sell,0
30,follower_3,936.5737614050779,sell,1
30,rnd_trader_4,40.72259259332341,buy,1
31,saver_3,1088.771391967743,buy,0
31,saver_12,933.5837336638128,buy,0
31,saver_8,967.2482644849417,buy,0
31,saver_14,1034.9299153064728,sell,0
31,follower_2,940.9428249876051,buy,1
31,saver_11,981.6938371608835,buy,0
31,saver_5,976.2337777091891,buy,0
31,rnd_trader_0,74.17847846091217,sell,1
31,follower_4,979.0086621536761,buy,1
31,saver_6,989.2725614382963,buy,0
31,rnd_trader_3,40.9584784609121,sell,1
31,saver_2,1071.142177709189,buy,0
31,follower_5,1010.0960976439623,sell,1
31,saver_7,1061.041391967743,buy,0
31,saver_17,1023.1601274983514,sell,0
31,saver_16,1037.1937777091891,sell,0
31,rnd_trader_1,21.47847846091215,buy,1
31,saver_4,971.2061254590587,buy,0
31,saver_10,981.1698754858077,buy,0
31,follower_1,997.3836929382601,buy,1
31,rnd_trader_5,36.428478460912125,sell,1
31,saver_15,968.6465205096844,sell,0
31,saver_0,986.2584629734865,buy,0
31,saver_1,1015.8599153064729,buy,0
31,rnd_trader_2,36.03847846091214,buy,1
31,follower_0,1021.4123001870045,sell,1
31,saver_9,1094.0761254590586,buy,0
31,saver_13,985.7461254590586,sell,0
31,follower_3,958.6181124083132,buy,1
31,rnd_trader_4,24.18847846091213,sell,1
32,saver_3,1088.771391967743,buy,0
32,saver_12,933.5837336638128,buy,0
32,saver_8,967.2482644849417,buy,0
32,saver_14,1034.9299153064728,sell,0
32,follower_2,968.4769391200165,sell,1
32,saver_11,981.6938371608835,buy,0
32,saver_5,976.2337777091891,buy,0
32,rnd_trader_0,57.64436432850089,sell,1
32,follower_4,1006.5427762860875,sell,1
32,saver_6,989.2725614382963,buy,0
32,rnd_trader_3,24.424364328500815,buy,1
32,saver_2,1071.142177709189,buy,0
32,follower_5,1033.0211124278753,buy,1
32,saver_7,1061.041391967743,buy,0
32,saver_17,1035.489556836295,sell,5
32,saver_16,1037.1937777091891,sell,0
32,rnd_trader_1,4.944364328500868,buy,1
32,saver_4,971.2061254590587,buy,0
32,saver_10,981.1698754858077,buy,0
32,follower_1,989.8495788058488,buy,1
32,rnd_trader_5,19.894364328500842,sell,1
32,saver_15,968.6465205096844,sell,0
32,saver_0,986.2584629734865,buy,0
32,saver_1,1015.8599153064729,buy,0
32,rnd_trader_2,19.504364328500856,buy,1
32,follower_0,1044.3373149709175,buy,1
32,saver_9,1094.0761254590586,buy,0
32,saver_13,985.7461254590586,sell,0
32,follower_3,951.0839982759019,buy,1
32,rnd_trader_4,7.654364328500847,sell,1
33,saver_3,1088.771391967743,buy,0
33,saver_12,933.5837336638128,buy,0
33,saver_8,967.2482644849417,buy,0
33,saver_14,1034.9299153064728,sell,0
33,follower_2,961.4688484115775,buy,1
33,saver_11,981.6938371608835,buy,0
33,saver_5,976.2337777091891,buy,0
33,rnd_trader_0,41.63627362006195,sell,1
33,follower_4,999.5346855776486,buy,1
33,saver_6,989.2725614382963,buy,0
33,rnd_trader_3,8.416273620061872,buy,1
33,saver_2,1071.142177709189,buy,0
33,follower_5,1026.0130217194364,buy,1
33,saver_7,1061.041391967743,buy,0
33,saver_17,1035.489556836295,sell,0
33,saver_16,1037.1937777091891,sell,0
33,rnd_trader_1,-11.063726379938075,sell,1
33,saver_4,971.2061254590587,buy,0
33,saver_10,981.1698754858077,buy,0
33,follower_1,1016.8576695142876,sell,1
33,rnd_trader_5,3.8862736200618997,sell,1
33,saver_15,968.6465205096844,sell,0
33,saver_0,986.2584629734865,buy,0
33,saver_1,1015.8599153064729,buy,0
33,rnd_trader_2,3.4962736200619133,sell,1
33,follower_0,1037.3292242624786,buy,1
33,saver_9,1094.0761254590586,buy,0
33,saver_13,985.7461254590586,sell,0
33,follower_3,978.0920889843408,sell,1
33,rnd_trader_4,-8.353726379938095,buy,1
34,saver_3,1088.771391967743,buy,0
34,saver_12,933.5837336638128,buy,0
34,saver_8,967.2482644849417,buy,0
34,saver_14,1034.9299153064728,sell,0
34,follower_2,988.4769391200164,sell,1
34,saver_11,981.6938371608835,buy,0
34,saver_5,976.2337777091891,buy,0
34,rnd_trader_0,25.628182911623007,buy,1
34,follower_4,1026.5427762860875,sell,1
34,saver_6,989.2725614382963,buy,0
34,rnd_trader_3,-7.59181708837707,buy,1
34,saver_2,1071.142177709189,buy,0
34,follower_5,1053.0211124278753,sell,1
34,saver_7,1061.041391967743,buy,0
34,saver_17,1035.489556836295,sell,0
34,saver_16,1037.1937777091891,sell,0
34,rnd_trader_1,-27.071817088377017,sell,1
34,saver_4,986.1656719168641,buy,5
34,saver_10,981.1698754858077,buy,0
34,follower_1,1009.8495788058488,buy,1
34,rnd_trader_5,-12.121817088377043,sell,1
34,saver_15,968.6465205096844,sell,0
34,saver_0,986.2584629734865,buy,0
34,saver_1,1015.8599153064729,buy,0
34,rnd_trader_2,-12.511817088377029,buy,1
34,follower_0,1064.3373149709175,sell,1
34,saver_9,1109.035671916864,buy,5
34,saver_13,1000.7056719168638,sell,5
34,follower_3,971.0839982759019,buy,1
34,rnd_trader_4,-24.361817088377038,sell,1
35,saver_3,1088.771391967743,buy,0
35,saver_12,933.5837336638128,buy,0
35,saver_8,967.2482644849417,buy,0
35,saver_14,1034.9299153064728,sell,0
35,follower_2,980.9586056903242,buy,1
35,saver_11,981.6938371608835,buy,0
35,saver_5,976.2337777091891,buy,0
35,rnd_trader_0,9.109849481930897,sell,1
35,follower_4,1019.0244428563954,sell,1
35,saver_6,989.2725614382963,buy,0
35,rnd_trader_3,-24.11015051806918,sell,1
35,saver_2,1071.142177709189,buy,0
35,follower_5,1045.5027789981832,buy,1
35,saver_7,1061.041391967743,buy,0
35,saver_17,1035.489556836295,sell,0
35,saver_16,1037.1937777091891,sell,0
35,rnd_trader_1,-43.59015051806912,sell,1
35,saver_4,986.1656719168641,buy,0
35,saver_10,981.1698754858077,buy,0
35,follower_1,1019.8495788058488,buy,1
35,rnd_trader_5,-28.640150518069152,buy,1
35,saver_15,968.6465205096844,sell,0
35,saver_0,986.2584629734865,buy,0
35,saver_1,1015.8599153064729,buy,0
35,rnd_trader_2,-29.03015051806914,buy,1
35,follower_0,1056.8189815412254,buy,1
35,saver_9,1109.035671916864,buy,0
35,saver_13,1000.7056719168638,sell,0
35,follower_3,981.0839982759019,buy,1
35,rnd_trader_4,-40.880150518069144,sell,1
36,saver_3,1088.771391967743,buy,0
36,saver_12,933.5837336638128,buy,0
36,saver_8,967.2482644849417,buy,0
36,saver_14,1034.9299153064728,sell,0
36,follower_2,990.9586056903242,buy,1
36,saver_11,981.6938371608835,buy,0
36,saver_5,976.2337777091891,buy,0
36,rnd_trader_0,-7.758850616355055,buy,1
36,follower_4,1046.1924096174937,buy,1
36,saver_6,989.2725614382963,buy,0
36,rnd_trader_3,-40.97885061635513,sell,1
36,saver_2,1071.142177709189,buy,0
36,follower_5,1055.5027789981832,buy,1
36,saver_7,1061.041391967743,buy,0
36,saver_17,1035.489556836295,sell,0
36,saver_16,1037.1937777091891,sell,0
36,rnd_trader_1,-60.45885061635508,buy,1
36,saver_4,986.1656719168641,buy,0
36,saver_10,981.1698754858077,buy,0
36,follower_1,1029.8495788058488,buy,1
36,rnd_trader_5,-45.508850616355105,sell,1
36,saver_15,968.6465205096844,sell,0
36,saver_0,986.2584629734865,buy,0
36,saver_1,1015.8599153064729,buy,0
36,rnd_trader_2,-45.89885061635509,sell,1
36,follower_0,1066.8189815412254,buy,1
36,saver_9,1109.035671916864,buy,0
36,saver_13,1000.7056719168638,sell,0
36,follower_3,991.0839982759019,buy,1
36,rnd_trader_4,-57.7488506163551,sell,1
37,saver_3,1088.771391967743,buy,0
37,saver_12,933.5837336638128,buy,0
37,saver_8,967.2482644849417,buy,0
37,saver_14,1034.9299153064728,sell,0
37,follower_2,1000.9586056903242,buy,1
37,saver_11,981.6938371608835,buy,0
37,saver_5,976.2337777091891,buy,0
37,rnd_trader_0,-25.342298718572444,sell,1
37,follower_4,1037.6089615152764,buy,1
37,saver_6,996.3553209272093,buy,5
37,rnd_trader_3,-58.56229871857252,buy,1
37,saver_2,1071.142177709189,buy,0
37,follower_5,1065.5027789981832,buy,1
37,saver_7,1061.041391967743,buy,0
37,saver_17,1035.489556836295,sell,0
37,saver_16,1037.1937777091891,sell,0
37,rnd_trader_1,-78.04229871857247,sell,1
37,saver_4,986.1656719168641,buy,0
37,saver_10,981.1698754858077,buy,0
37,follower_1,1039.8495788058488,buy,1
37,rnd_trader_5,-63.09229871857249,buy,1
37,saver_15,968.6465205096844,sell,0
37,saver_0,986.2584629734865,buy,0
37,saver_1,1015.8599153064729,buy,0
37,rnd_trader_2,-63.48229871857248,buy,1
37,follower_0,1076.8189815412254,buy,1
37,saver_9,1109.035671916864,buy,0
37,saver_13,1000.7056719168638,sell,0
37,follower_3,1001.0839982759019,buy,1
37,rnd_trader_4,-75.33229871857249,buy,1
38,saver_3,1083.7749101902148,buy,5
38,saver_12,933.5837336638128,buy,0
38,saver_8,967.2482644849417,buy,0
38,saver_14,1034.9299153064728,sell,0
38,follower_2,1031.95790204583,sell,1
38,saver_11,981.6938371608835,buy,0
38,saver_5,976.2337777091891,buy,0
38,rnd_trader_0,-45.34159507407809,buy,1
38,follower_4,1068.6082578707822,sell,1
38,saver_6,996.3553209272093,buy,0
38,rnd_trader_3,-78.56159507407817,sell,1
38,saver_2,1071.142177709189,buy,0
38,follower_5,1096.502075353689,sell,1
38,saver_7,1056.0449101902148,buy,5
38,saver_17,1035.489556836295,sell,0
38,saver_16,1037.1937777091891,sell,0
38,rnd_trader_1,-98.04159507407812,buy,1
38,saver_4,986.1656719168641,buy,0
38,saver_10,981.1698754858077,buy,0
38,follower_1,1070.8488751613545,sell,1
38,rnd_trader_5,-83.09159507407814,sell,1
38,saver_15,968.6465205096844,sell,0
38,saver_0,986.2584629734865,buy,0
38,saver_1,1015.8599153064729,buy,0
38,rnd_trader_2,-83.48159507407813,sell,1
38,follower_0,1107.8182778967312,sell,1
38,saver_9,1109.035671916864,buy,0
38,saver_13,1000.7056719168638,sell,0
38,follower_3,1032.0832946314076,sell,1
38,rnd_trader_4,-95.33159507407814,buy,1
39,saver_3,1083.7749101902148,buy,0
39,saver_12,933.5837336638128,buy,0
39,saver_8,967.2482644849417,buy,0
39,saver_14,1034.9299153064728,sell,0
39,follower_2,1055.1553006954884,buy,1
39,saver_11,981.6938371608835,buy,0
39,saver_5,976.2337777091891,buy,0
39,rnd_trader_0,-66.18086328380397,sell,1
39,follower_4,1093.935885865491,buy,1
39,saver_6,996.3553209272093,buy,0
39,rnd_trader_3,-99.40086328380404,buy,1
39,saver_2,1071.142177709189,buy,0
39,follower_5,1119.6994740033474,buy,1
39,saver_7,1056.0449101902148,buy,0
39,saver_17,1035.489556836295,sell,0
39,saver_16,1037.1937777091891,sell,0
39,rnd_trader_1,-118.88086328380399,buy,1
39,saver_4,986.1656719168641,buy,0
39,saver_10,971.9735344371782,buy,5
39,follower_1,1093.0257883685065,buy,1
39,rnd_trader_5,-103.93086328380402,buy,1
39,saver_15,968.6465205096844,sell,0
39,saver_0,986.2584629734865,buy,0
39,saver_1,1015.8599153064729,buy,0
39,rnd_trader_2,-104.320863283804,sell,1
39,follower_0,1131.0156765463896,buy,1
39,saver_9,1109.035671916864,buy,0
39,saver_13,1000.7056719168638,sell,0
39,follower_3,1054.2602078385596,buy,1
39,rnd_trader_4,-116.17086328380401,buy,1
40,saver_3,1083.7749101902148,buy,0
40,saver_12,933.5837336638128,buy,0
40,saver_8,967.2482644849417,buy,0
40,saver_14,1034.9299153064728,sell,0
40,follower_2,1040.4769276184982,buy,1
40,saver_11,981.6938371608835,buy,0
40,saver_5,976.2337777091891,buy,0
40,rnd_trader_0,-89.85923636079421,buy,1
40,follower_4,1079.2575127885007,buy,1
40,saver_6,996.3553209272093,buy,0
40,rnd_trader_3,-123.07923636079428,buy,1
40,saver_2,1071.142177709189,buy,0
40,follower_5,1105.0211009263571,buy,1
40,saver_7,1056.0449101902148,buy,0
40,saver_17,1035.489556836295,sell,0
40,saver_16,1037.1937777091891,sell,0
40,rnd_trader_1,-142.55923636079422,buy,1
40,saver_4,986.1656719168641,buy,0
40,saver_10,971.9735344371782,buy,0
40,follower_1,1078.3474152915162,buy,1
40,rnd_trader_5,-127.60923636079426,buy,1
40,saver_15,968.6465205096844,sell,0
40,saver_0,986.2584629734865,buy,0
40,saver_1,1015.8599153064729,buy,0
40,rnd_trader_2,-127.99923636079424,sell,1
40,follower_0,1116.3373034693993,buy,1
40,saver_9,1109.035671916864,buy,0
40,saver_13,1000.7056719168638,sell,0
40,follower_3,1039.5818347615693,buy,1
40,rnd_trader_4,-139.84923636079424,buy,1
41,saver_3,1083.7749101902148,buy,0
41,saver_12,933.5837336638128,buy,0
41,saver_8,931.5172125614954,buy,5
41,saver_14,1034.9299153064728,sell,0
41,follower_2,1050.4769276184982,buy,1
41,saver_11,981.6938371608835,buy,0
41,saver_5,976.2337777091891,buy,0
41,rnd_trader_0,-116.00544674548348,buy,1
41,follower_4,1089.2575127885007,buy,1
41,saver_6,996.3553209272093,buy,0
41,rnd_trader_3,-149.22544674548354,sell,1
41,saver_2,1071.142177709189,buy,0
41,follower_5,1115.0211009263571,buy,1
41,saver_7,1056.0449101902148,buy,0
41,saver_17,1035.489556836295,sell,0
41,saver_16,1037.1937777091891,sell,0
41,rnd_trader_1,-168.70544674548347,buy,1
41,saver_4,986.1656719168641,buy,0
41,saver_10,971.9735344371782,buy,0
41,follower_1,1088.3474152915162,buy,1
41,rnd_trader_5,-153.7554467454835,sell,1
41,saver_15,968.6465205096844,sell,0
41,saver_0,986.2584629734865,buy,0
41,saver_1,1015.8599153064729,buy,0
41,rnd_trader_2,-154.1454467454835,sell,1
41,follower_0,1126.3373034693993,buy,1
41,saver_9,1109.035671916864,buy,0
41,saver_13,1000.7056719168638,sell,0
41,follower_3,1049.5818347615693,buy,1
41,rnd_trader_4,-165.9954467454835,buy,1
42,saver_3,1083.7749101902148,buy,0
42,saver_12,933.5837336638128,buy,0
42,saver_8,931.5172125614954,buy,0
42,saver_14,1034.9299153064728,sell,0
42,follower_2,1090.6092211455032,sell,1
42,saver_11,981.6938371608835,buy,0
42,saver_5,925.5723100741636,buy,5
42,rnd_trader_0,-145.13774027248857,sell,1
42,follower_4,1129.3898063155057,sell,1
42,saver_6,996.3553209272093,buy,0
42,rnd_trader_3,-178.35774027248863,buy,1
42,saver_2,1020.4807100741634,buy,5
42,follower_5,1155.1533944533621,sell,1
42,saver_7,1056.0449101902148,buy,0
42,saver_17,1035.489556836295,sell,0
42,saver_16,986.5323100741637,sell,5
42,rnd_trader_1,-197.83774027248856,sell,1
42,saver_4,986.1656719168641,buy,0
42,saver_10,971.9735344371782,buy,0
42,follower_1,1128.4797088185212,sell,1
42,rnd_trader_5,-182.8877402724886,buy,1
42,saver_15,968.6465205096844,sell,0
42,saver_0,986.2584629734865,buy,0
42,saver_1,1015.8599153064729,buy,0
42,rnd_trader_2,-183.2777402724886,sell,1
42,follower_0,1166.4695969964043,sell,1
42,saver_9,1109.035671916864,buy,0
42,saver_13,1000.7056719168638,sell,0
42,follower_3,1089.7141282885743,sell,1
42,rnd_trader_4,-195.12774027248858,sell,1
43,saver_3,1083.7749101902148,buy,0
43,saver_12,933.5837336638128,buy,0
43,saver_8,931.5172125614954,buy,0
43,saver_14,1034.9299153064728,sell,0
43,follower_2,1100.6092211455032,sell,1
43,saver_11,981.6938371608835,buy,0
43,saver_5,925.5723100741636,buy,0
43,rnd_trader_0,-173.3660649936835,sell,1
43,follower_4,1139.3898063155057,sell,1
43,saver_6,996.3553209272093,buy,0
43,rnd_trader_3,-206.58606499368355,sell,1
43,saver_2,1020.4807100741634,buy,0
43,follower_5,1165.1533944533621,sell,1
43,saver_7,1056.0449101902148,buy,0
43,saver_17,1035.489556836295,sell,0
43,saver_16,986.5323100741637,sell,0
43,rnd_trader_1,-226.06606499368348,sell,1
43,saver_4,986.1656719168641,buy,0
43,saver_10,971.9735344371782,buy,0
43,follower_1,1138.4797088185212,sell,1
43,rnd_trader_5,-211.11606499368352,buy,1
43,saver_15,968.6465205096844,sell,0
43,saver_0,986.2584629734865,buy,0
43,saver_1,1015.8599153064729,buy,0
43,rnd_trader_2,-211.5060649936835,buy,1
43,follower_0,1176.4695969964043,sell,1
43,saver_9,1109.035671916864,buy,0
43,saver_13,1000.7056719168638,sell,0
43,follower_3,1099.7141282885743,sell,1
43,rnd_trader_4,-223.3560649936835,sell,1
44,saver_3,1083.7749101902148,buy,0
44,saver_12,933.5837336638128,buy,0
44,saver_8,931.5172125614954,buy,0
44,saver_14,1000.4796215889761,sell,5
44,follower_2,1110.6092211455032,sell,1
44,saver_11,981.6938371608835,buy,0
44,saver_5,925.5723100741636,buy,0
44,rnd_trader_0,-199.25612373718283,buy,1
44,follower_4,1149.3898063155057,sell,1
44,saver_6,996.3553209272093,buy,0
44,rnd_trader_3,-232.4761237371829,buy,1
44,saver_2,1020.4807100741634,buy,0
44,follower_5,1175.1533944533621,sell,1
44,saver_7,1056.0449101902148,buy,0
44,saver_17,1035.489556836295,sell,0
44,saver_16,986.5323100741637,sell,0
44,rnd_trader_1,-251.95612373718282,sell,1
44,saver_4,986.1656719168641,buy,0
44,saver_10,971.9735344371782,buy,0
44,follower_1,1148.4797088185212,sell,1
44,rnd_trader_5,-237.00612373718286,sell,1
44,saver_15,968.6465205096844,sell,0
44,saver_0,986.2584629734865,buy,0
44,saver_1,981.4096215889762,buy,5
44,rnd_trader_2,-237.39612373718285,buy,1
44,follower_0,1186.4695969964043,sell,1
44,saver_9,1109.035671916864,buy,0
44,saver_13,1000.7056719168638,sell,0
44,follower_3,1109.7141282885743,sell,1
44,rnd_trader_4,-249.24612373718284,buy,1
45,saver_3,1083.7749101902148,buy,0
45,saver_12,933.5837336638128,buy,0
45,saver_8,931.5172125614954,buy,0
45,saver_14,1000.4796215889761,sell,0
45,follower_2,1120.6092211455032,sell,1
45,saver_11,981.6938371608835,buy,0
45,saver_5,925.5723100741636,buy,0
45,rnd_trader_0,-224.0705801309422,buy,1
45,follower_4,1159.3898063155057,sell,1
45,saver_6,996.3553209272093,buy,0
45,rnd_trader_3,-257.29058013094226,buy,1
45,saver_2,1020.4807100741634,buy,0
45,follower_5,1185.1533944533621,sell,1
45,saver_7,1056.0449101902148,buy,0
45,saver_17,1035.489556836295,sell,0
45,saver_16,986.5323100741637,sell,0
45,rnd_trader_1,-276.77058013094216,buy,1
45,saver_4,986.1656719168641,buy,0
45,saver_10,971.9735344371782,buy,0
45,follower_1,1158.4797088185212,sell,1
45,rnd_trader_5,-261.82058013094223,buy,1
45,saver_15,939.5742385408874,sell,5
45,saver_0,986.2584629734865,buy,0
45,saver_1,981.4096215889762,buy,0
45,rnd_trader_2,-262.2105801309422,buy,1
45,follower_0,1196.4695969964043,sell,1
45,saver_9,1109.035671916864,buy,0
45,saver_13,1000.7056719168638,sell,0
45,follower_3,1119.7141282885743,sell,1
45,rnd_trader_4,-274.0605801309422,sell,1
46,saver_3,1083.7749101902148,buy,0
46,saver_12,913.5465114328317,buy,5
46,saver_8,931.5172125614954,buy,0
46,saver_14,1000.4796215889761,sell,0
46,follower_2,1130.6092211455032,sell,1
46,saver_11,981.6938371608835,buy,0
46,saver_5,925.5723100741636,buy,0
46,rnd_trader_0,-247.07802457713842,sell,1
46,follower_4,1169.3898063155057,sell,1
46,saver_6,996.3553209272093,buy,0
46,rnd_trader_3,-280.29802457713845,sell,1
46,saver_2,1020.4807100741634,buy,0
46,follower_5,1195.1533944533621,sell,1
46,saver_7,1056.0449101902148,buy,0
46,saver_17,1035.489556836295,sell,0
46,saver_16,986.5323100741637,sell,0
46,rnd_trader_1,-299.77802457713835,sell,1
46,saver_4,986.1656719168641,buy,0
46,saver_10,971.9735344371782,buy,0
46,follower_1,1168.4797088185212,sell,1
46,rnd_trader_5,-284.8280245771384,buy,1
46,saver_15,939.5742385408874,sell,0
46,saver_0,986.2584629734865,buy,0
46,saver_1,981.4096215889762,buy,0
46,rnd_trader_2,-285.2180245771384,sell,1
46,follower_0,1206.4695969964043,sell,1
46,saver_9,1109.035671916864,buy,0
46,saver_13,1000.7056719168638,sell,0
46,follower_3,1129.7141282885743,sell,1
46,rnd_trader_4,-297.0680245771384,buy,1
47,saver_3,1083.7749101902148,buy,0
47,saver_12,913.5465114328317,buy,0
47,saver_8,931.5172125614954,buy,0
47,saver_14,1000.4796215889761,sell,0
47,follower_2,1140.6092211455032,sell,1
47,saver_11,981.6938371608835,buy,0
47,saver_5,925.5723100741636,buy,0
47,rnd_trader_0,-269.3652456899487,buy,1
47,follower_4,1179.3898063155057,sell,1
47,saver_6,996.3553209272093,buy,0
