,Price
277,29.92050592574835
278,31.117326162778284
279,30.494979639522718
280,31.4098290287084
281,31.4098290287084
282,33.29441877043091
283,31.629697831909365
284,27.83413409208024
285,28.94749945576345
286,31.263299412224526
287,31.888565400469016
288,37.62850717255344
289,32.36051616839596
290,33.33133165344784
291,32.66470502037888
292,33.31799912078646
293,34.65071908561792
294,35.69024065818646
295,34.976435845022735
296,35.67596456192319
297,33.53540668820779
298,32.864698554443635
299,33.85063951107694
300,31.819601140412324
301,30.54681709479583
302,29.01947624005604
303,28.43908671525492
304,28.43908671525492
305,28.43908671525492
306,28.43908671525492
307,29.576650183865116
308,25.435919158124
309,29.76002541500508
310,35.116829989706
311,33.00982019032364
312,30.369034575097746
313,35.531770452864365
314,37.663676680036225
315,35.40385607923405
316,33.987701836064694
317,34.667455872785986
318,37.09417778388101
319,38.57794489523625
320,40.892621588950426
321,42.11940023661894
322,40.43462422715418
323,41.24331671169726
324,43.7179157143991
325,41.969199085823135
326,47.00550297612191
327,55.466493511823856
328,60.458477927888005
329,55.62179969365697
330,56.73423568753011
331,56.73423568753011
332,58.43626275815601
333,59.60498801331913
334,56.02868873251998
335,59.39041005647118
336,61.76602645873003
337,58.67772513579353
338,61.02483414122527
339,59.80433745840077
340,61.59846758215279
341,64.06240628543891
342,66.62490253685647
343,73.28739279054211
344,71.82164493473127
345,81.87667522559364
346,81.87667522559364
347,85.97050898687333
348,85.97050898687333
349,84.25109880713586
350,82.56607683099314
351,88.34570220916265
352,91.87953029752916
353,84.52916787372682
354,86.21975123120136
355,91.39293630507343
356,99.61830057253005
357,105.59539860688184
358,92.92395077405602
359,93.85319028179659
360,93.85319028179659
361,88.22199886488879
362,86.45755888759102
363,81.27010535433556
364,89.39711588976911
365,91.1850582075645
366,95.74431111794271
367,99.57408356266042
368,95.591120220154
369,97.50294262455708
370,98.47797205080265
371,100.44753149181871
372,102.45648212165509
373,114.75125997625369
374,91.80100798100295
375,96.3910583800531
376,102.17452188285628
377,108.30499319582766
378,102.88974353603628
379,98.77415379459482
380,98.77415379459482
381,94.82318764281104
382,108.09843391280458
383,116.74630862582895
384,119.08123479834552
385,129.7985459301966
386,134.9904877674045
387,134.9904877674045
388,137.6902975227526
389,139.0672004979801
390,150.19257653781852
391,141.18102194554942
392,132.71016062881645
393,130.05595741624012
394,133.9576361387273
395,131.27848341595276
396,128.6529137476337
397,136.37208857249172
398,139.09953034394155
399,144.66351155769922
400,150.4500520200072
401,159.47705514120764
402,194.56200727227332
403,194.56200727227332
404,194.56200727227332
405,202.34448756316425
406,204.3679324387959
407,220.71736703389956
408,211.88867235254358
409,207.6508989054927
410,215.95693486171243
411,207.31865746724392
412,207.31865746724392
413,223.90415006462342
414,232.86031606720837
415,228.2031097458642
416,232.76717194078148
417,237.42251537959712
418,237.42251537959712
419,232.67406507200516
420,241.98102767488538
421,222.62254546089454
422,231.52744727933032
423,231.52744727933032
424,222.2663493881571
425,226.71167637592023
426,231.24590990343864
427,240.49574629957618
428,240.49574629957618
429,245.30566122556772
430,245.30566122556772
431,240.39954800105636
432,235.59155704103523
433,230.87972590021454
434,230.87972590021454
435,217.02694234620168
436,217.02694234620168
437,195.3242481115815
438,207.0437029982764
439,198.76195487834534
440,186.83623758564462
441,190.57296233735752
442,171.51566610362178
443,157.79441281533204
444,151.48263630271876
445,157.54194175482752
446,148.08942524953787
447,148.08942524953787
448,142.16584823955634
449,133.63589734518297
450,133.63589734518297
451,130.96317939827932
452,133.5824429862449
453,136.2540918459698
454,130.803928172131
455,130.803928172131
456,128.1878496086884
457,125.62409261651463
458,130.6490563211752
459,133.26203744759871
460,133.26203744759871
461,143.9230004434066
462,138.16608042567034
463,149.21936685972398
464,155.18814153411293
465,145.87685304206616
466,163.3820754071141
467,160.1144338989718
468,147.30527918705405
469,153.19749035453623
470,144.00564093326406
471,158.40620502659047
472,174.24682552924952
473,163.79201599749456
474,167.06785631744444
475,157.04378493839778
476,163.3255363359337
477,163.3255363359337
478,166.59204706265237
479,166.59204706265237
480,146.60100141513408
481,149.53302144343675
482,155.51434230117422
483,152.40405545515074
484,161.5482987824598
485,161.5482987824598
486,164.77926475810898
487,164.77926475810898
488,154.89250887262244
489,151.79465869517
490,148.7587655212666
491,157.6842914525426
492,160.83797728159345
493,167.2714963728572
494,173.9623562277715
495,177.44160335232692
496,173.8927712852804
497,173.8927712852804
498,166.93706043386916
499,180.2920252685787
500,183.89786577395026
501,176.54195114299225
502,194.19614625729147
503,174.77653163156234
504,178.27206226419358
505,185.40294475476134
506,192.81906254495178
507,212.10096879944695
508,220.58500755142484
509,202.93820694731085
510,202.93820694731085
511,190.76191453047218
512,202.2076294023005
513,190.0751716381625
514,186.27366820539925
515,189.99914156950723
516,182.39917590672695
517,182.39917590672695
518,182.39917590672695
519,186.0471594248615
520,200.9309321788504
521,204.94955082242743
522,209.04854183887596
523,196.5056293285434
524,196.5056293285434
525,200.43574191511425
526,216.47060126832338
527,216.47060126832338
528,199.15295316685751
529,203.13601223019467
530,182.8224110071752
531,182.8224110071752
532,197.4482038877492
533,181.65234757672926
534,181.65234757672926
535,181.65234757672926
536,181.65234757672926
537,170.7532067221255
538,163.92307845324046
539,170.48000159137007
540,170.48000159137007
541,177.29920165502486
542,170.20723358882387
543,156.59065490171795
544,159.72246799975233
545,143.7502211997771
546,152.37523447176372
547,149.32772978232845
548,146.34117518668188
549,143.41435168294825
550,149.15092575026617
551,161.08299981028745
552,148.19635982546444
553,148.19635982546444
554,154.12421421848302
555,135.62930851226506
556,130.20413617177445
557,130.20413617177445
558,127.60005344833897
559,127.60005344833897
560,132.70405558627252
561,135.35813669799796
562,135.35813669799796
563,129.94381123007804
564,124.74605878087492
565,134.7257434833449
566,140.1147732226787
567,137.31247775822513
568,134.56622820306063
569,131.87490363899943
570,121.32491134787948
571,118.89841312092189
572,133.1662226954325
573,127.83957378761521
574,125.2827823118629
575,135.30540489681192
576,129.89318870093945
577,142.8825075710334
578,151.4554580252954
579,145.39723970428358
580,142.4892949101979
581,145.33908080840186
582,142.4322991922338
583,131.0377152568551
584,125.7962066465809
585,128.31213077951253
586,120.61340293274178
587,130.26247516736112
588,122.44672665731945
589,122.44672665731945
590,102.85525039214833
591,104.9123553999913
592,102.81410829199147
593,104.8703904578313
594,106.96779826698793
595,102.6890863363084
596,104.74286806303458
597,96.36343861799182
598,90.5816323009123
599,90.5816323009123
600,79.71183642480283
601,81.30607315329888
602,84.55831607943084
603,82.86714975784223
604,86.18183574815592
605,89.62910917808216
606,82.4587804438356
607,79.16042922608217
608,80.74363781060381
609,80.74363781060381
610,79.12876505439174
611,80.71134035547956
612,79.09711354836998
613,77.51517127740257
614,79.06547470295062
615,72.74023672671457
616,75.64984619578316
617,72.62385234795182
618,71.17137530099279
619,74.0182303130325
620,72.53786570677185
621,73.98862302090728
622,73.98862302090728
623,68.0695331792347
624,69.4309238428194
625,62.48783145853746
626,68.7366146043912
627,68.7366146043912
628,67.36188231230338
629,64.66740701981125
630,68.54745144099992
631,61.69270629689993
632,62.92656042283792
633,61.668029214381164
634,62.90138979866879
635,61.64336200269541
636,64.10909648280322
637,60.26255069383503
638,62.673052721588434
639,62.673052721588434
640,60.1661306127249
641,64.9794210617429
642,66.27900948297776
643,64.9534292933182
644,63.65436070745183
645,68.74670956404798
646,65.99684118148606
647,68.63671482874551
648,67.2639805321706
649,65.91870092152719
650,72.51057101367991
651,75.4109938542271
652,72.39455410005802
653,70.94666301805685
654,76.6223960595014
655,79.68729190188145
656,76.4998002258062
657,70.3798162077417
658,78.8253941526707
659,81.97840991877753
660,85.25754631552863
661,83.55239538921806
662,85.22344329700242
663,69.88322350354198
664,71.28088797361282
665,68.42965245466831
666,69.79824550376168
667,68.40228059368644
668,64.29814375806525
669,68.15603238354916
670,64.06667044053621
671,62.78533703172549
672,65.2967505129945
673,58.76707546169506
674,61.11775848016286
675,59.89540331055961
676,64.68703557540438
677,60.805813440880115
678,66.88639478496813
679,69.56185057636685
680,70.95308758789419
681,66.69590233262053
682,64.0280662393157
683,64.0280662393157
684,58.90582094017045
685,57.727704521367045
686,62.34592088307641
687,67.33359455372252
688,65.98692266264807
689,68.62639956915399
690,64.50881559500475
691,63.21863928310465
692,67.01175764009093
693,67.01175764009093
694,71.0324630984964
695,75.29441088440618
696,75.29441088440618
697,73.78852266671805
698,79.6916044800555
699,74.91010821125218
700,77.90651253970226
701,76.34838228890821
702,70.24051170579556
703,70.24051170579556
704,71.64532193991147
705,70.21241550111324
706,77.23365705122457
707,72.5996376281511
708,76.95561588584016
709,76.95561588584016
710,73.87739125040656
711,70.9222956003903
712,73.75918742440591
713,72.28400367591779
714,72.28400367591779
715,72.28400367591779
716,66.50128338184436
717,70.49136038475503
718,70.49136038475503
719,67.67170596936482
720,73.08544244691402
721,77.47056899372886
722,82.1188031333526
723,82.1188031333526
724,87.04593132135375
725,80.08225681564545
726,78.48061167933254
727,81.61983614650585
728,83.25223286943596
729,84.91727752682468
